"1-1";"2-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"4-5";"5-5";"1-6";"2-6";"4-6";"5-6";"6-6";"7-7";"9-7";"7-8";"8-8";"9-8";"7-9";"9-9";"10-10";"10-11";"11-11"
"721";1;1;1;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;NA;0.9;0.9;1;1.1;0.9;1;1;1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1;1.1;1;1.1;1.1;1
"722";0.9;1.1;1;1.1;1.1;1.1;1.1;1;0.9;0.9;1;0.9;NA;1;1;0.9;0.9;1;1;1.1;1;0.9;1;1.1;0.9;1.1;1;1;0.9;1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1.1
"723";1;1;1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1;1;1;1.1;1.1;1.1;0.9;1.1;1;0.9;1.1;0.9;0.9;1.1;0.9;1;1.1;1;1;1;0.9;0.9;1.1;1;1.1;1.1
"724";1;0.9;0.9;1.1;1;1.1;0.9;0.9;1.1;0.9;0.9;1;0.9;1.1;1;1.1;1.1;1;1;1;1;0.9;1.1;1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;1;0.9
"725";1;1;1;1.1;1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1;1.1;1.1;1;0.9;0.9;0.9;1;1.1;1;1;0.9;1;0.9;0.9;1.1;1;0.9;0.9;0.9;0.9
"726";0.9;1;1.1;0.9;1.1;1;1;0.9;1;1;1.1;0.9;NA;0.9;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;1.1;1.1;1;1.1;1.1;0.9
"727";1.1;0.9;0.9;1;1.1;1;1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1;1;0.9;1.1;0.9;1;1;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;1;1.1;1.1;0.9
"728";1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;NA;1;0.9;1.1;0.9;1;1;1.1;1;1.1;1;1.1;0.9;1;0.9;1;0.9;1;0.9;1;0.9;1.1;0.9;1.1;1.1;1;1.1
"729";0.9;0.9;1;1.1;1;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;0.9;1;1;0.9;1.1;0.9;1.1;1.1;1.1;1.1;1;1;1.1;1;1;0.9;1.1;1.1;0.9;1;0.9;1;1
"730";0.9;0.9;0.9;1.1;1;1.1;1;1;1;0.9;1;1.1;1.1;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;1;1;0.9;1;1.1;1;1;1.1;0.9;1.1;0.9
"731";0.9;0.9;1.1;0.9;0.9;1;1.1;1;1.1;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;1;1;0.9;1;1;1.1;1;1;1.1;0.9;1.1;1;0.9;1;0.9;1;0.9;1.1;0.9;0.9;1.1
"732";1.1;1.1;1.1;1;1.1;1.1;0.9;0.9;1.1;1;0.9;0.9;NA;0.9;0.9;1;1;0.9;1.1;1;1.1;1;0.9;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;1.1;0.9;1;1;1;1.1;1;1
"733";1;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;NA;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;1.1;1.1;1;1;0.9;0.9;1.1;1.1;1;0.9;1.1;1;1;1;1
"734";0.9;1;1.1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;0.9;NA;0.9;1;1;1;1.1;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;1;1;1.1;0.9;1;0.9;1.1;1;1;0.9;0.9;1.1;0.9
"735";1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1;1.1;0.9;0.9;0.9;1;1;1.1;1.1;1;1.1;1;1.1;0.9;0.9;1;1;0.9;1;1;1.1;1
"736";1;0.9;1.1;0.9;1;0.9;0.9;1;0.9;1;1.1;1;1.1;0.9;1.1;1;1.1;1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1;1;1.1;1.1;1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1
"737";1;0.9;0.9;1;0.9;1.1;1;1.1;1;0.9;1.1;1.1;0.9;0.9;1;0.9;1;1.1;1.1;1;1.1;1.1;1;1;0.9;1;0.9;0.9;0.9;1;1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1
"738";0.9;1.1;1.1;0.9;1;1;0.9;1;1.1;1;0.9;1;1.1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;1;0.9;1;0.9;1.1;0.9;1;0.9;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9
"739";0.9;1.1;0.9;1;1.1;1;1;0.9;1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1;1;0.9;0.9;1.1;0.9;0.9;1.1;1;1;1.1;1;1;1;1.1;1.1;1.1;0.9;1;1;1.1
"740";1.1;1;0.9;1.1;1.1;0.9;1;1.1;0.9;1;1;1.1;NA;1;1.1;0.9;1;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1;0.9;1;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1
"741";1;0.9;1;1;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1;1
"742";1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;1.1;1;0.9;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;1;1;0.9;1.1;1;1.1;1;1;1;1
"743";1.1;0.9;1;0.9;1;1;1;1.1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1;1.1;0.9;1;0.9;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1;1;1.1;0.9;0.9;0.9;1
"744";0.9;1.1;1.1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1;1;0.9;0.9;1;0.9;1.1;1.1;1;1;0.9;1;1.1;1.1;1;1;1;1.1
"745";1;1;0.9;1.1;0.9;1;0.9;1.1;0.9;1.1;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;1;1;1;1;1;0.9;0.9;1.1;1;1;1.1;1.1;1;0.9;1.1
"746";1;1;1;1.1;1.1;0.9;1;1.1;0.9;0.9;0.9;1;0.9;1;1;1.1;0.9;0.9;1;0.9;1;1.1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1;0.9;1;1.1;0.9;1.1
"747";0.9;1.1;0.9;0.9;1;1.1;1.1;1;1.1;1;1;0.9;NA;1;0.9;0.9;0.9;1;0.9;1;1.1;1;0.9;1;0.9;1;1;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1.1
"748";1.1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1;0.9;1.1;1.1;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;0.9;1;1;1;1.1;0.9;1.1;1;0.9;1;1.1;1;1.1;1;0.9;1;0.9;1
"749";1.1;0.9;1.1;1.1;0.9;1;1;1.1;1;1.1;0.9;1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;1;1;1;0.9;1;1.1;1.1;1.1;1;1.1;0.9;1;1;0.9;1.1
"750";1;1;0.9;1.1;0.9;1.1;1.1;1;1;1;0.9;1.1;0.9;0.9;0.9;1;1;0.9;1;0.9;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;1;1.1;1;0.9;1;1;1.1;1.1;0.9;1.1
"751";0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;1.1;1.1;NA;1.1;1;0.9;0.9;0.9;1;1;1.1;1;1.1;1;0.9;1.1;1;1;1;1.1;1;0.9;0.9;1;0.9;1;0.9;0.9;0.9
"752";1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;0.9;1.1;0.9;NA;1.1;1;0.9;1;1.1;1.1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;1;1;1.1;0.9;1.1;1;1
"753";1;0.9;1.1;1;1;1.1;1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1;1.1;1.1;0.9;1.1;1;1;0.9;0.9;1;0.9;0.9;0.9;1.1;1;0.9;1.1;1.1;1;1;0.9;1;1.1;0.9
"754";1.1;1;1;1;0.9;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;1;1;0.9;1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1;1;1.1;1.1;1;1;0.9;1.1
"755";1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1;1;0.9;0.9;1;1.1;1;1.1;0.9;1;1.1;0.9;1;0.9;0.9;1;0.9;1;1.1;1;1;1.1;1.1;1.1;1;1.1;0.9;0.9;1.1;1
"756";1.1;1;0.9;0.9;1.1;1;1;0.9;1.1;0.9;0.9;1;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1.1;1;0.9;1.1;1.1;1;0.9;1;1.1;0.9;1;1;0.9;1.1;1.1;0.9;1;1;1.1
"757";0.9;1;1;1;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;0.9;0.9;1;1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;1.1;1;1;1.1;1.1;0.9;1.1;1;1;1.1;1
"758";1;1;1;1;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;NA;1.1;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;1;0.9;1.1;1;1;1;0.9;0.9;0.9;1.1
"759";0.9;1.1;0.9;1.1;0.9;0.9;0.9;1.1;1;1.1;1;1;0.9;1.1;1.1;1;1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1;0.9;0.9;1;1;0.9;1.1;1;1;0.9;1.1;1.1;1
"760";0.9;1;1.1;0.9;1.1;1.1;1;1;1;1;0.9;1.1;0.9;1;0.9;1;1;1.1;0.9;1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1;1.1
"761";1;0.9;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;NA;1.1;1;0.9;0.9;1.1;1;0.9;1;1;1;0.9;1.1;1;1.1;0.9;1;1.1;1;1;1;1.1;1.1;0.9;1.1;1.1;0.9
"762";1.1;1;1;0.9;0.9;1.1;0.9;1.1;1;1;1;1.1;0.9;0.9;1;0.9;1.1;1;1;1;1;1;1.1;1.1;0.9;1;0.9;1.1;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1.1
"763";1.1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;1.1;1.1;1;1;1;1;1.1;1;1;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1;1.1;1;0.9;0.9;1;1.1
"764";0.9;1.1;0.9;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;NA;1.1;1;1.1;1.1;1.1;1;1;1.1;1.1;1;1;0.9;1;0.9;1;1;0.9;1;0.9;1.1;1;0.9;1;1.1;1.1;0.9
"765";1.1;1.1;1.1;1;0.9;0.9;1.1;1.1;1.1;1;1.1;1;0.9;1.1;0.9;1;1;1;0.9;0.9;1;1;0.9;0.9;1;1.1;1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;0.9;1;1.1;0.9
"766";1;1;1.1;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1;NA;1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1;1.1;1.1;1;1
"767";1.1;0.9;0.9;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1;NA;0.9;1;1;1.1;1.1;1;1;1;1.1;0.9;1.1;1;0.9;1;0.9;0.9;1;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;1.1
"768";1;1.1;1;1;0.9;1;1.1;1.1;1;1;0.9;0.9;NA;1.1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1;1;1.1;1;0.9;1.1;0.9;0.9;1;0.9;0.9;1
"769";1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;1;1;0.9;1.1;0.9;1;0.9;0.9;1;1;0.9;1.1;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1;1;1;0.9;1;1.1;1;0.9;1.1;1.1
"770";0.9;1;1;1.1;0.9;0.9;1.1;1;1;1.1;1;1;0.9;1.1;1.1;1;1;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1;0.9;1
"771";1.1;1;0.9;1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1.1;1.1;1;1.1;1;1.1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;0.9;1;0.9;0.9;1;0.9;0.9;1.1;1;1;0.9;0.9;1
"772";0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;1;0.9;1;1;0.9;0.9;1;1;0.9;1;1.1;1;0.9;0.9;0.9;1.1;1;1.1;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1;1;0.9;1.1;1.1
"773";1.1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1;0.9;1;0.9;0.9;1;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1;1.1;1.1;1;1;1;1;1.1;1.1;1.1;1;1.1;1.1
"774";1;0.9;1.1;1;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;1;1;0.9;1.1;1.1;1;1;0.9;1.1;1;1;1;0.9;1.1;1;0.9;0.9;1.1;1.1;1.1;1;1;1.1;0.9;1.1;0.9
"775";1;1.1;0.9;0.9;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;1;1.1;0.9;0.9;1;1.1;1.1;1.1;1;0.9;0.9;1;1;1.1;1.1;0.9;1;1.1;1;1;0.9;0.9;1.1
"776";0.9;0.9;0.9;1;1.1;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1;0.9;1.1;1;1;1.1;1;1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;1;0.9;0.9;1.1;1;1.1;1;1.1;1
"777";1;1.1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;NA;1.1;1;1.1;0.9;1;0.9;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;1;1.1;0.9;1.1;1;1;1;1;0.9;0.9;0.9
"778";1;1.1;0.9;1.1;1;1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;0.9;1.1;1.1;0.9;1;0.9;0.9;1;1;1.1;1;0.9;1.1;0.9;1;1;1.1;1;0.9;0.9;0.9;1.1;1;0.9;1.1
"779";1;1;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;1;0.9;NA;0.9;0.9;0.9;1.1;0.9;0.9;0.9;1;1;1;1;1.1;1.1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1
"780";1.1;1;0.9;1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;NA;0.9;1;1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;1;1;1.1;0.9;1.1;1.1;1;0.9;1;1;1.1;1.1;0.9
"781";1;1;1.1;1.1;0.9;1.1;0.9;1;1;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1;1;1;0.9;1;1;1;1;1.1;1;0.9;0.9;1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;0.9;0.9
"782";1.1;0.9;1;1.1;1.1;0.9;1;1.1;0.9;0.9;0.9;1;0.9;1;1.1;1;1;0.9;0.9;1.1;1;1;1;0.9;0.9;1;1.1;1.1;1;1.1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;1.1
"783";0.9;1.1;1;1.1;1;1.1;0.9;1.1;1.1;0.9;1;0.9;NA;1;1.1;1.1;1.1;1.1;0.9;1;1;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;1;0.9;0.9;1;0.9;1;1.1
"784";0.9;0.9;1;1;1;1;1;0.9;1.1;1.1;1.1;1;1.1;1.1;1;1.1;1;1.1;1;0.9;0.9;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;1
"785";1.1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;0.9;1.1;1;0.9;1.1;0.9;0.9;1.1;1;1.1;1;1;0.9;1;1.1;1;0.9;1;1.1;1;1;1.1;1;1;0.9;1.1;1;0.9
"786";0.9;1.1;1;1;1;1;0.9;1.1;0.9;1.1;1.1;1;1.1;1;1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;1.1;0.9;1;0.9;1;1.1;1.1;1;1;1;1.1;0.9;1.1;0.9;0.9
"787";1;0.9;1.1;1;1;0.9;0.9;1;0.9;1.1;1.1;0.9;NA;1;1;1;1;0.9;0.9;1;1.1;0.9;1;0.9;1.1;1.1;0.9;1;1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9
"788";0.9;1;1.1;1;0.9;1;0.9;1.1;0.9;1.1;1;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1;1.1;1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;0.9;0.9;1;1.1;0.9;0.9
"789";0.9;1;0.9;1.1;1;1;1.1;1.1;1.1;1;0.9;1.1;NA;0.9;0.9;0.9;1.1;1;1;0.9;1.1;1.1;0.9;0.9;1;0.9;1;1.1;1;1.1;1;1.1;1.1;1.1;1;0.9;0.9;1;0.9
"790";1.1;0.9;1;0.9;1.1;1;1;1.1;1;1;0.9;0.9;NA;0.9;1;0.9;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1.1;0.9;1;1.1;1;0.9;1.1;0.9;0.9;1.1;1;1.1;1.1;0.9
"791";1.1;1;1;0.9;1.1;1.1;1.1;1.1;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;1;0.9;1;1;0.9;1;1;0.9;0.9;0.9;1;1.1;0.9;1;1;1;0.9;1.1;0.9;0.9;1
"792";0.9;1.1;1.1;0.9;1;1.1;1;1;0.9;1;1;1.1;1.1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;0.9;0.9;0.9;0.9;1;1;1;1;0.9;0.9;1.1;0.9;0.9;1.1;1.1;1.1
"793";1.1;0.9;1;1.1;0.9;1.1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1;1.1;1;1;1.1;0.9;0.9;0.9;1;1;1;1.1;1;1
"794";1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1;NA;0.9;0.9;1;1.1;0.9;0.9;1.1;1;1;1;0.9;1.1;1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;1.1;1;1;1
"795";0.9;1.1;1;0.9;1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;NA;1;1.1;1;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1;1.1;1;0.9;1;0.9;0.9;1;1;1;1.1;0.9;1.1;1;1.1
"796";0.9;1;1;1;1;1.1;0.9;0.9;1;1.1;1.1;0.9;NA;1.1;0.9;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1;1;1;1;0.9;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;1;1.1
"797";1;1;1.1;1;0.9;1.1;1;0.9;0.9;1.1;0.9;1.1;NA;1.1;0.9;1;1;1.1;0.9;1.1;1;0.9;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1;0.9
"798";0.9;1;1.1;1;1.1;1;1.1;0.9;1;0.9;1.1;1;1.1;1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;1;1.1;1.1;1;1;1;0.9;1
"799";0.9;1.1;1.1;0.9;1.1;1.1;1;1;1;1;0.9;1.1;NA;0.9;1.1;0.9;1.1;1.1;1;0.9;1;0.9;1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;1;1;1;0.9;0.9;1;1.1;1.1
"800";1.1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1;1.1;0.9;1.1;0.9;0.9;1.1;1;1;0.9;1;1;0.9;1.1;0.9;1;1;1;0.9;0.9;0.9;1;1.1;1.1;1;1.1
"801";0.9;1.1;0.9;1;0.9;1.1;0.9;1;1.1;1.1;1;0.9;NA;0.9;1.1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;1;1;1;1.1;1;1.1;0.9;1;1;0.9;1.1;0.9;1;1.1;1.1;0.9
"802";0.9;1;1.1;0.9;1.1;1;1;1.1;1.1;1.1;0.9;0.9;NA;1;1;1.1;0.9;0.9;1.1;1.1;0.9;1;0.9;1;1;0.9;0.9;0.9;0.9;1.1;1;1.1;1.1;1.1;1.1;1;1;0.9;1
"803";1;1;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1;1;1.1;1;1;1;0.9;1;0.9;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1
"804";0.9;0.9;0.9;1;0.9;1;1;1.1;1.1;0.9;1.1;0.9;NA;0.9;1.1;0.9;0.9;1;1;1.1;0.9;1;1;1.1;1.1;1;0.9;0.9;1;1.1;1;1.1;1.1;1;1.1;1.1;1;1.1;0.9
"805";0.9;1;0.9;0.9;1;1.1;1.1;0.9;1;0.9;1.1;1;0.9;1;0.9;1.1;1.1;1;0.9;1.1;0.9;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1;1;1.1;0.9;1;1;1.1;1.1;0.9
"806";1.1;1;1.1;0.9;0.9;1.1;0.9;0.9;1;0.9;0.9;1;NA;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1;1;0.9;1;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1.1;1;1;0.9;1;1.1
"807";1;1;1;0.9;1;0.9;1;1;0.9;1.1;1.1;0.9;0.9;0.9;0.9;0.9;1.1;1;1.1;1;1;1;0.9;1.1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1.1;0.9;1.1;1;1.1;1.1;1.1
"808";1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1;1.1;1;1.1;NA;0.9;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9;1;1;1.1;1;0.9;1;1;1;0.9;1.1;1;1.1;1;0.9;1.1;0.9
"809";0.9;1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1.1;0.9;1.1;NA;0.9;0.9;1;1.1;1;1.1;1;1;0.9;1;1;0.9;1.1;1.1;0.9;1;1.1;1;1;0.9;1.1;1;1;1.1;0.9;1.1
"810";0.9;1.1;0.9;0.9;0.9;1.1;1.1;1;1;1.1;1.1;0.9;NA;1.1;1.1;1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;0.9;1;1;1;1;1.1;1;1;1;1.1;0.9;1.1;0.9;1.1;0.9
"811";1;0.9;0.9;1;1;0.9;1;0.9;1.1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1;0.9;1;1;0.9;0.9;1;1.1;1.1;1;0.9;1.1;1.1;1;1;1.1;1.1
"812";1;0.9;0.9;1;0.9;1;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;0.9;1;1.1;1;1.1;1.1;1.1;1;1.1;1;1.1;1;1.1;1.1;1;0.9;1;1.1;0.9;1;1;0.9;0.9;0.9;1.1
"813";1.1;0.9;1;1.1;1;0.9;1.1;0.9;1.1;1;0.9;1.1;0.9;1;1.1;1;1;0.9;1;0.9;1;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;1.1;1;0.9;1.1;1;0.9;1.1;1.1;0.9
"814";1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1.1;1;1;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;1;1.1;1;0.9;1.1;0.9;1;1;0.9;1.1;1;0.9;1;0.9;1.1;0.9;1;1.1;1.1
"815";1.1;1.1;1.1;1;1;1.1;1;1.1;1.1;1;0.9;0.9;NA;0.9;1.1;0.9;1;1.1;1;1;0.9;1.1;1;1.1;0.9;0.9;1.1;0.9;0.9;0.9;1;0.9;1;1.1;0.9;0.9;1;1.1;1
"816";0.9;0.9;1;1.1;1;1;1.1;0.9;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1;1.1;1;1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;1.1;1;0.9;1;1;1.1
"817";1;1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1;1;1.1;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;1;1;1;1;1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;0.9;0.9;1
"818";1.1;1.1;1;0.9;0.9;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;1.1;1;0.9;1;1;0.9;0.9;1.1;1;1;1.1;1;0.9;1;0.9;1.1;1;0.9;1;1
"819";0.9;0.9;0.9;1;1;1.1;0.9;0.9;1;1.1;0.9;0.9;NA;0.9;1;1.1;1.1;0.9;0.9;1.1;1.1;1;1.1;1;0.9;1.1;1.1;1;1;1;1.1;0.9;1;1;1.1;1.1;0.9;1.1;1
"820";1.1;1.1;0.9;1;0.9;0.9;0.9;1;0.9;1;1.1;1.1;1.1;1;1;1;1;1;1.1;0.9;1.1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;1;0.9;1;0.9;1.1
"821";1;1.1;1;1;1;0.9;0.9;1.1;0.9;1;1;1.1;NA;1;0.9;1.1;0.9;1.1;0.9;1;0.9;1;0.9;1;1.1;1.1;1.1;0.9;0.9;1;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1.1
"822";1.1;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;0.9;1;1.1;1.1;0.9;1.1;1;1;0.9;1;1;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;1;1;1;1;1.1;1.1;0.9;1
"823";0.9;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1;1;1.1;1;NA;1.1;1.1;1;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1;1;0.9;0.9;1;1;1;0.9
